pae_interaction_scores,total_score,complex_normalized,dG_cross,dG_cross/dSASAx100,dG_separated,dG_separated/dSASAx100,dSASA_hphobic,dSASA_int,dSASA_polar,delta_unsatHbonds,dslf_fa13,fa_atr,fa_dun,fa_elec,fa_intra_rep,fa_intra_sol_xover4,fa_rep,fa_sol,hbond_E_fraction,hbond_bb_sc,hbond_lr_bb,hbond_sc,hbond_sr_bb,hbonds_int,lk_ball_wtd,nres_all,nres_int,omega,p_aa_pp,packstat,per_residue_energy_int,pro_close,rama_prepro,ref,sc_value,side1_normalized,side1_score,side2_normalized,side2_score,yhh_planarity,description
9.0,-3.182,-0.047,-40.366,-3.092,-40.349,-3.092,1038.466,1406.839,407.56,7.0,0.0,-345.727,222.153,-103.325,0.8,27.99,51.056,331.628,0.088,-7.201,-0.995,-3.864,-35.262,0.0,-11.958,96.0,56.0,21.094,-3.807,0.578,-0.272,0.18,8.007,13.828,0.692,0.357,12.86,-1.404,-28.072,0.0,insulin_ep3__785_dldesign_0_cycle0_1
7.0,-3.396,-0.048,-40.372,-3.096,-40.353,-3.096,1038.068,1406.307,407.436,7.0,0.0,-345.791,222.098,-103.366,0.8,27.974,51.041,331.568,0.088,-7.222,-0.995,-3.89,-35.295,2.0,-13.08,79.0,56.0,12.944,-7.546,0.548,-0.261,0.004,1.817,5.785,0.718,0.008,0.293,-0.71,-14.901,0.0,insulin_ep3__863_dldesign_0_cycle0_1
8.0,-3.454,-0.048,-40.375,-3.101,-40.366,-3.101,1037.812,1405.672,407.031,7.0,0.0,-346.054,222.091,-103.471,0.797,27.971,50.849,331.396,0.088,-7.222,-0.997,-3.89,-35.327,2.0,-19.66,93.0,53.0,16.018,-9.656,0.637,0.187,0.0,-6.03,-22.695,0.755,0.533,17.598,-0.383,-7.665,0.0,insulin_ep3__69_dldesign_0_cycle0_1
5.0,-3.587,-0.048,-40.394,-3.102,-40.372,-3.102,1037.453,1405.301,406.518,7.0,0.0,-346.128,222.055,-103.553,0.796,27.97,50.823,331.362,0.088,-7.23,-0.998,-3.907,-35.346,1.0,-11.593,64.0,53.0,10.269,-5.914,0.665,-1.225,0.184,6.134,40.732,0.697,-1.32,-42.25,-1.08,-22.67,0.0,insulin_ep3__754_dldesign_0_cycle0_1
11.0,-3.818,-0.049,-40.405,-3.103,-40.375,-3.103,1037.433,1404.846,406.511,7.0,0.0,-346.344,221.78,-103.634,0.796,27.966,50.747,331.355,0.087,-7.233,-0.999,-3.909,-35.377,6.0,-10.499,101.0,67.0,17.402,-16.133,0.593,-1.168,3.204,5.541,51.601,0.583,-0.755,-33.218,-1.959,-45.053,0.0,insulin_ep2__980_dldesign_0_cycle0_1
13.0,-3.872,-0.049,-40.408,-3.105,-40.405,-3.105,1037.248,1404.778,406.183,7.0,0.0,-346.463,221.684,-103.671,0.796,27.927,50.742,331.235,0.087,-7.235,-1.003,-3.929,-35.449,6.0,-12.512,93.0,54.0,17.937,-12.954,0.562,0.155,0.172,7.738,18.087,0.678,1.553,43.472,-1.351,-35.119,0.0,insulin_ep1__748_dldesign_0_cycle0
4.0,-3.901,-0.05,-40.424,-3.106,-40.408,-3.106,1037.224,1404.69,406.107,7.0,0.0,-346.493,221.666,-103.711,0.795,27.899,50.655,331.222,0.087,-7.24,-1.003,-3.936,-35.467,4.0,-12.366,70.0,54.0,12.715,-9.931,0.483,-0.492,0.0,-2.58,-15.589,0.686,-0.236,-7.799,-0.894,-18.774,0.0,insulin_ep3__208_dldesign_0_cycle0_1
6.0,-3.987,-0.051,-40.44,-3.107,-40.424,-3.107,1036.759,1404.667,405.798,7.0,0.0,-346.792,221.634,-103.751,0.795,27.899,50.651,330.973,0.086,-7.246,-1.003,-3.946,-35.469,2.0,-12.986,84.0,53.0,17.863,-8.627,0.638,-1.326,0.007,-8.62,34.547,0.737,-1.494,-50.785,-1.027,-19.505,0.0,insulin_ep3__609_dldesign_0_cycle0_1
6.0,-4.056,-0.052,-40.516,-3.108,-40.44,-3.108,1036.518,1404.412,405.16,7.0,0.0,-346.793,221.583,-103.856,0.794,27.867,50.604,330.944,0.086,-7.247,-1.005,-3.948,-35.469,1.0,-11.312,63.0,54.0,8.913,-5.116,0.534,-0.553,0.147,-1.727,11.803,0.783,-0.339,-11.173,-0.89,-18.691,0.0,insulin_ep3__868_dldesign_0_cycle0
5.0,-4.058,-0.053,-40.518,-3.11,-40.516,-3.11,1036.515,1403.828,405.052,7.0,0.0,-347.034,221.404,-103.938,0.793,27.858,50.576,330.714,0.086,-7.248,-1.005,-3.962,-35.475,3.0,-17.188,77.0,57.0,12.466,-8.979,0.658,-1.25,0.292,-3.766,11.673,0.792,-1.19,-42.844,-1.354,-28.432,0.0,insulin_ep3__388_dldesign_0_cycle0
5.0,-4.215,-0.059,-40.525,-3.111,-40.518,-3.111,1036.46,1403.714,404.946,7.0,0.0,-347.433,221.348,-104.009,0.793,27.82,50.489,330.565,0.086,-7.253,-1.005,-3.97,-35.51,3.0,-12.892,88.0,50.0,14.66,-9.799,0.592,-0.844,0.89,-4.931,37.718,0.786,-0.547,-16.951,-1.328,-25.226,0.0,insulin_ep3__289_dldesign_0_cycle0
5.0,-4.224,-0.059,-40.538,-3.114,-40.525,-3.114,1036.23,1403.579,404.619,7.0,0.0,-347.448,220.925,-104.2,0.793,27.801,50.471,330.53,0.086,-7.26,-1.007,-3.974,-35.517,2.0,-7.303,93.0,50.0,19.112,-10.137,0.505,-0.672,0.085,-4.199,10.343,0.648,-0.695,-20.865,-0.636,-12.721,0.0,insulin_ep3__398_dldesign_0_cycle0_1
5.0,-4.275,-0.06,-40.548,-3.115,-40.538,-3.115,1035.118,1403.366,404.52,7.0,0.0,-347.571,220.793,-104.234,0.793,27.74,50.262,330.424,0.086,-7.269,-1.009,-3.976,-35.567,3.0,-9.662,70.0,51.0,10.964,-7.143,0.592,-0.631,0.275,-2.997,10.998,0.747,-0.648,-20.083,-0.605,-12.094,0.0,insulin_ep3__374_dldesign_0_cycle0
6.0,-4.339,-0.06,-40.583,-3.115,-40.583,-3.115,1034.945,1403.026,404.324,7.0,0.0,-348.032,220.478,-104.271,0.792,27.728,50.262,330.381,0.086,-7.27,-1.01,-3.98,-35.579,3.0,-13.868,86.0,50.0,15.533,-12.526,0.732,-1.079,0.089,-4.108,79.078,0.724,-1.313,-38.064,-0.757,-15.893,0.0,insulin_ep3__765_dldesign_0_cycle0_1
9.0,-4.381,-0.061,-40.593,-3.116,-40.593,-3.116,1034.789,1402.658,404.005,7.0,0.0,-348.1,219.85,-104.35,0.791,27.715,50.249,330.37,0.085,-7.28,-1.012,-3.981,-35.615,5.0,-12.914,86.0,56.0,11.96,-11.32,0.561,-0.883,0.089,-9.301,52.516,0.703,-0.801,-28.035,-1.019,-21.392,0.0,insulin_ep3__610_dldesign_0_cycle0
7.0,-4.452,-0.061,-40.593,-3.117,-40.593,-3.117,1034.788,1402.439,403.44,7.0,0.0,-348.108,219.483,-104.403,0.791,27.699,50.209,330.252,0.085,-7.295,-1.013,-3.989,-35.629,3.0,-13.521,75.0,54.0,14.018,-10.204,0.531,-0.939,0.209,-2.713,41.012,0.595,-0.923,-30.461,-0.963,-20.227,0.0,insulin_ep3__852_dldesign_0_cycle0_1
10.0,-4.598,-0.061,-40.625,-3.123,-40.625,-3.123,1034.447,1402.326,403.015,7.0,0.0,-348.284,219.185,-104.599,0.79,27.679,50.133,330.157,0.085,-7.298,-1.014,-4.004,-35.635,4.0,-10.906,66.0,50.0,12.234,-9.798,0.527,-1.198,0.05,-6.41,33.821,0.562,-1.541,-44.701,-0.724,-15.205,0.0,insulin_ep3__58_dldesign_0_cycle0_1
6.0,-4.697,-0.061,-40.634,-3.123,-40.634,-3.123,1034.178,1402.236,402.837,7.0,0.0,-348.801,218.437,-104.6,0.789,27.667,50.087,330.15,0.085,-7.304,-1.015,-4.014,-35.648,5.0,-10.869,90.0,57.0,20.002,-8.455,0.575,-0.058,0.104,8.804,39.305,0.709,0.169,6.082,-0.448,-9.403,0.0,insulin_ep3__364_dldesign_0_cycle0_1
9.0,-4.721,-0.061,-40.635,-3.124,-40.635,-3.124,1034.172,1401.208,402.691,7.0,0.0,-349.104,218.379,-104.719,0.789,27.652,50.052,329.716,0.084,-7.308,-1.015,-4.018,-35.665,1.0,-13.849,87.0,51.0,15.706,-7.974,0.58,-0.8,0.035,-9.636,-3.016,0.759,-0.46,-14.255,-1.328,-26.552,0.0,insulin_ep3__275_dldesign_0_cycle0
7.0,-4.929,-0.063,-40.67,-3.125,-40.67,-3.125,1034.084,1400.467,402.483,7.0,0.0,-349.143,218.131,-104.736,0.789,27.579,50.026,329.347,0.084,-7.308,-1.016,-4.021,-35.669,3.0,-6.289,73.0,51.0,17.823,-5.434,0.599,-0.076,0.0,6.784,34.737,0.649,-0.287,-9.197,0.279,5.298,0.0,insulin_ep3__698_dldesign_0_cycle0
6.0,-4.935,-0.064,-40.677,-3.132,-40.677,-3.132,1033.989,1400.286,402.357,7.0,0.0,-349.313,218.038,-104.741,0.789,27.574,49.988,329.191,0.084,-7.316,-1.016,-4.031,-35.706,3.0,-12.306,81.0,56.0,15.144,-5.034,0.608,-0.938,0.032,-2.821,36.459,0.657,-0.937,-32.807,-0.939,-19.724,0.0,insulin_ep3__300_dldesign_0_cycle0
6.0,-4.996,-0.066,-40.687,-3.133,-40.687,-3.133,1033.919,1399.025,401.585,7.0,0.0,-349.356,217.665,-104.843,0.789,27.569,49.974,328.679,0.084,-7.324,-1.017,-4.033,-35.717,0.0,-10.386,100.0,63.0,17.03,-11.001,0.511,-1.318,0.109,-4.76,32.367,0.728,-1.36,-58.48,-1.228,-24.57,0.0,insulin_ep3__638_dldesign_0_cycle0_1
4.0,-5.075,-0.066,-40.697,-3.135,-40.697,-3.135,1033.797,1398.906,401.431,7.0,0.0,-349.446,217.532,-104.952,0.789,27.564,49.914,328.599,0.084,-7.326,-1.017,-4.046,-35.732,3.0,-6.037,77.0,55.0,9.506,-8.564,0.546,-0.494,0.11,-10.545,-2.268,0.661,-0.496,-16.857,-0.491,-10.317,0.0,insulin_ep3__239_dldesign_0_cycle0_1
4.0,-5.077,-0.067,-40.699,-3.135,-40.699,-3.135,1033.61,1398.826,401.139,7.0,0.0,-349.5,217.526,-105.188,0.788,27.562,49.904,328.427,0.084,-7.34,-1.017,-4.048,-35.745,3.0,-6.432,65.0,55.0,13.659,-6.697,0.645,-0.949,0.0,-3.863,24.132,0.659,-0.811,-27.565,-1.172,-24.612,0.0,insulin_ep3__521_dldesign_0_cycle0_1
7.0,-5.188,-0.068,-40.709,-3.137,-40.709,-3.137,1032.992,1397.965,401.059,7.0,0.0,-349.56,217.378,-105.405,0.788,27.552,49.887,328.011,0.084,-7.342,-1.018,-4.051,-35.764,2.0,-8.501,66.0,47.0,16.253,-6.844,0.598,-0.641,0.018,1.024,8.507,0.73,-0.287,-8.029,-1.162,-22.076,0.0,insulin_ep3__42_dldesign_0_cycle0
8.0,-5.218,-0.069,-40.717,-3.14,-40.717,-3.14,1032.917,1397.826,401.051,7.0,0.0,-349.736,216.909,-105.529,0.788,27.547,49.8,327.361,0.083,-7.346,-1.019,-4.062,-35.776,5.0,-9.486,75.0,54.0,15.559,-7.435,0.579,-0.385,0.005,-4.363,14.057,0.685,-0.153,-5.053,-0.749,-15.724,0.0,insulin_ep3__922_dldesign_0_cycle0_1
8.0,-5.266,-0.072,-40.722,-3.14,-40.722,-3.14,1032.862,1397.293,401.008,7.0,0.0,-349.837,216.831,-105.549,0.788,27.533,49.743,326.111,0.083,-7.369,-1.021,-4.079,-35.821,1.0,-14.565,84.0,55.0,14.493,-6.179,0.654,-0.577,0.088,-4.259,45.619,0.666,-0.29,-10.138,-1.079,-21.585,0.0,insulin_ep3__406_dldesign_0_cycle0
14.0,-5.489,-0.075,-40.735,-3.144,-40.735,-3.144,1032.108,1397.019,400.754,7.0,0.0,-349.974,216.729,-105.713,0.787,27.514,49.717,325.768,0.083,-7.374,-1.023,-4.081,-35.872,4.0,-11.59,102.0,62.0,20.178,-16.959,0.573,-0.696,2.213,2.699,48.887,0.588,-0.28,-9.532,-1.201,-33.633,0.0,insulin_ep1__429_dldesign_0_cycle0_1
6.0,-5.58,-0.077,-40.757,-3.145,-40.757,-3.145,1032.036,1396.877,400.399,7.0,0.0,-350.383,216.682,-105.765,0.786,27.504,49.649,325.531,0.083,-7.387,-1.024,-4.089,-35.872,1.0,-8.199,82.0,60.0,16.29,-7.387,0.551,-1.145,0.069,-9.641,57.579,0.695,-0.967,-38.67,-1.501,-30.019,0.0,insulin_ep3__855_dldesign_0_cycle0
9.0,-5.899,-0.078,-40.806,-3.148,-40.806,-3.148,1031.607,1396.221,400.251,7.0,0.0,-350.475,216.411,-105.839,0.786,27.446,49.625,325.423,0.083,-7.388,-1.024,-4.095,-35.892,0.0,-14.928,93.0,57.0,20.973,-6.302,0.513,-0.462,0.164,0.972,-4.75,0.686,-0.237,-8.52,-0.85,-17.84,0.0,insulin_ep3__883_dldesign_0_cycle0_1
6.0,-5.975,-0.079,-40.824,-3.15,-40.824,-3.15,1031.137,1396.19,400.249,7.0,0.0,-350.578,216.342,-106.104,0.785,27.433,49.571,324.711,0.082,-7.399,-1.025,-4.102,-35.902,1.0,-8.384,91.0,47.0,19.718,-11.798,0.568,-0.06,0.003,-5.854,30.25,0.581,0.275,7.7,-0.554,-10.528,0.0,insulin_ep3__116_dldesign_0_cycle0
9.0,-5.999,-0.079,-40.858,-3.151,-40.858,-3.151,1030.927,1395.506,400.089,7.0,0.0,-350.598,216.262,-106.135,0.784,27.428,49.548,324.53,0.082,-7.399,-1.025,-4.115,-35.918,0.0,-12.778,61.0,48.0,12.578,-6.28,0.656,-1.026,0.035,-5.786,21.642,0.707,-0.941,-27.286,-1.156,-21.961,0.0,insulin_ep3__472_dldesign_0_cycle0
5.0,-6.121,-0.08,-40.876,-3.152,-40.876,-3.152,1030.605,1394.902,399.702,7.0,0.0,-350.626,216.105,-106.159,0.783,27.427,49.547,324.446,0.082,-7.403,-1.025,-4.12,-35.92,2.0,-8.356,69.0,57.0,10.035,-7.003,0.619,-0.957,0.388,-3.299,19.658,0.718,-1.024,-36.857,-0.842,-17.673,0.0,insulin_ep3__920_dldesign_0_cycle0
7.0,-6.361,-0.083,-40.895,-3.155,-40.895,-3.155,1028.527,1394.739,399.418,7.0,0.0,-350.738,216.042,-106.203,0.782,27.425,49.511,324.18,0.082,-7.404,-1.026,-4.121,-36.009,1.0,-13.085,98.0,58.0,17.902,-9.937,0.503,-0.9,0.012,-1.431,20.533,0.675,-1.023,-37.859,-0.682,-14.326,0.0,insulin_ep3__748_dldesign_0_cycle0_1
9.0,-6.368,-0.084,-40.911,-3.156,-40.911,-3.156,1027.962,1394.689,399.353,7.0,0.0,-351.21,215.773,-106.211,0.782,27.359,49.502,324.122,0.082,-7.41,-1.026,-4.127,-36.041,1.0,-5.21,86.0,50.0,22.695,-8.46,0.551,-0.495,0.0,-3.889,-4.655,0.615,-0.32,-9.286,-0.737,-15.485,0.0,insulin_ep3__573_dldesign_0_cycle0
5.0,-6.451,-0.086,-40.923,-3.156,-40.923,-3.156,1027.536,1394.626,398.634,7.0,0.0,-351.237,215.596,-106.334,0.781,27.345,49.483,324.111,0.082,-7.41,-1.027,-4.148,-36.055,3.0,-7.025,70.0,53.0,13.439,-8.425,0.552,-1.073,0.023,0.134,35.994,0.696,-1.393,-45.956,-0.547,-10.933,0.0,insulin_ep3__480_dldesign_0_cycle0_1
6.0,-6.514,-0.086,-40.924,-3.157,-40.924,-3.157,1027.442,1394.305,398.131,7.0,0.0,-351.508,215.122,-106.442,0.781,27.343,49.43,324.095,0.082,-7.411,-1.028,-4.152,-36.057,2.0,-11.341,67.0,50.0,11.397,-5.374,0.64,-0.84,0.196,-1.378,23.25,0.801,-0.655,-19.638,-1.118,-22.352,0.0,insulin_ep3__862_dldesign_0_cycle0
14.0,-6.528,-0.089,-40.925,-3.157,-40.925,-3.157,1027.375,1394.289,397.997,7.0,0.0,-351.556,215.071,-106.558,0.777,27.339,49.426,323.743,0.082,-7.414,-1.03,-4.163,-36.059,3.0,-14.145,99.0,70.0,22.385,-14.386,0.602,-1.152,0.233,0.014,40.813,0.692,-0.38,-15.973,-2.308,-64.632,0.0,insulin_ep2__26_dldesign_0_cycle0_1
7.0,-6.609,-0.089,-40.947,-3.158,-40.947,-3.158,1027.347,1394.209,397.679,7.0,0.0,-351.559,214.94,-106.667,0.776,27.332,49.381,323.502,0.082,-7.427,-1.031,-4.186,-36.074,4.0,-14.068,78.0,50.0,12.275,-7.153,0.603,-1.317,0.067,-0.6,21.19,0.64,-1.447,-44.864,-1.105,-20.987,0.0,insulin_ep3__530_dldesign_0_cycle0
9.0,-6.661,-0.091,-40.967,-3.16,-40.967,-3.16,1027.157,1393.375,397.592,7.0,0.0,-351.948,214.691,-106.889,0.776,27.303,49.308,322.981,0.082,-7.436,-1.031,-4.187,-36.095,1.0,-11.553,87.0,50.0,16.141,-6.079,0.582,-0.909,0.0,3.351,-13.519,0.667,-0.917,-28.435,-0.896,-17.025,0.0,insulin_ep3__431_dldesign_0_cycle0
6.0,-6.677,-0.092,-40.985,-3.161,-40.985,-3.161,1026.969,1393.191,396.938,7.0,0.0,-352.257,214.624,-107.074,0.776,27.298,49.308,322.8,0.082,-7.439,-1.033,-4.198,-36.137,4.0,-6.672,75.0,53.0,15.645,-8.033,0.645,0.208,0.042,6.283,31.942,0.742,0.9,29.692,-0.932,-18.641,0.0,insulin_ep3__80_dldesign_0_cycle0_1
4.0,-6.696,-0.092,-40.991,-3.162,-40.991,-3.162,1026.763,1392.922,396.602,7.0,0.0,-352.446,214.491,-107.111,0.774,27.278,49.307,322.782,0.081,-7.441,-1.034,-4.204,-36.152,1.0,-8.329,80.0,57.0,15.147,-11.101,0.543,-1.148,0.0,-12.56,20.524,0.655,-1.151,-41.43,-1.143,-23.995,0.0,insulin_ep3__876_dldesign_0_cycle0_1
7.0,-6.852,-0.095,-41.002,-3.163,-41.002,-3.163,1025.9,1392.914,396.591,7.0,0.0,-352.459,214.454,-107.227,0.774,27.224,49.221,322.667,0.081,-7.471,-1.034,-4.206,-36.163,3.0,-12.327,97.0,55.0,19.363,-7.274,0.59,0.3,0.076,9.189,-16.527,0.637,0.93,31.635,-0.722,-15.162,0.0,insulin_ep3__917_dldesign_0_cycle0
5.0,-7.335,-0.096,-41.008,-3.164,-41.008,-3.164,1025.084,1391.985,396.367,7.0,0.0,-352.574,214.342,-107.317,0.772,27.166,49.216,322.629,0.081,-7.48,-1.034,-4.238,-36.278,3.0,-12.255,84.0,54.0,15.458,-9.033,0.538,-1.037,0.028,-3.792,13.974,0.708,-0.967,-31.905,-1.147,-24.087,0.0,insulin_ep3__489_dldesign_0_cycle0_1
7.0,-7.389,-0.097,-41.032,-3.164,-41.032,-3.164,1024.902,1391.923,396.296,7.0,0.0,-352.599,214.013,-107.353,0.772,27.158,49.163,322.371,0.081,-7.488,-1.035,-4.245,-36.301,2.0,-7.255,82.0,49.0,19.427,-11.014,0.711,-1.162,0.0,-9.651,56.97,0.771,-1.621,-45.375,-0.551,-11.573,0.0,insulin_ep3__121_dldesign_0_cycle0
6.0,-7.525,-0.097,-41.033,-3.166,-41.033,-3.166,1024.555,1391.64,395.823,7.0,0.0,-352.977,214.007,-107.402,0.772,27.133,49.147,322.266,0.081,-7.491,-1.037,-4.247,-36.433,4.0,-8.748,77.0,50.0,16.03,-9.402,0.603,-1.34,0.0,-0.562,16.028,0.707,-1.445,-43.335,-1.184,-23.685,0.0,insulin_ep3__340_dldesign_0_cycle0_1
5.0,-7.556,-0.099,-41.075,-3.166,-41.075,-3.166,1024.015,1390.208,395.543,7.0,0.0,-353.026,213.907,-107.416,0.772,27.114,49.141,321.911,0.081,-7.497,-1.037,-4.278,-36.452,1.0,-10.176,63.0,47.0,7.762,-5.833,0.564,-0.661,0.007,0.762,21.074,0.703,-0.306,-8.574,-1.183,-22.472,0.0,insulin_ep3__458_dldesign_0_cycle0_1
6.0,-7.729,-0.099,-41.098,-3.167,-41.098,-3.167,1023.7,1390.176,395.33,7.0,0.0,-353.045,213.704,-107.523,0.772,27.106,49.139,321.9,0.081,-7.532,-1.037,-4.282,-36.455,2.0,-15.269,91.0,56.0,15.963,-7.503,0.533,-0.332,0.084,7.473,10.999,0.596,-0.267,-9.862,-0.459,-8.729,0.0,insulin_ep3__391_dldesign_0_cycle0_1
6.0,-7.808,-0.099,-41.11,-3.168,-41.11,-3.168,1023.478,1389.912,395.025,7.0,0.0,-353.319,213.581,-107.527,0.771,26.971,49.128,321.768,0.081,-7.537,-1.038,-4.307,-36.475,1.0,-10.753,74.0,52.0,18.186,-8.165,0.669,-1.011,0.0,-7.66,61.38,0.676,-1.047,-35.583,-0.945,-17.003,0.0,insulin_ep3__51_dldesign_0_cycle0_1
7.0,-7.911,-0.1,-41.149,-3.168,-41.149,-3.168,1023.114,1389.91,394.851,6.0,0.0,-353.937,213.275,-107.702,0.771,26.921,49.127,321.71,0.081,-7.538,-1.041,-4.31,-36.476,1.0,-7.869,99.0,64.0,22.266,-10.041,0.601,-1.585,0.478,-9.94,64.919,0.711,-1.924,-82.731,-0.891,-18.714,0.0,insulin_ep3__726_dldesign_0_cycle0
4.0,-8.153,-0.103,-41.16,-3.169,-41.16,-3.169,1022.95,1389.781,394.479,6.0,0.0,-354.091,212.745,-107.852,0.771,26.869,49.109,321.27,0.081,-7.539,-1.042,-4.313,-36.485,3.0,-9.353,64.0,47.0,12.088,-5.622,0.532,-0.789,0.007,-5.146,8.646,0.653,-0.663,-17.897,-0.959,-19.189,0.0,insulin_ep3__627_dldesign_0_cycle0
5.0,-8.279,-0.104,-41.209,-3.172,-41.209,-3.172,1022.503,1389.683,394.445,6.0,0.0,-354.242,212.258,-107.938,0.77,26.831,49.079,320.879,0.081,-7.546,-1.043,-4.335,-36.502,2.0,-11.519,100.0,55.0,20.097,-9.754,0.594,-1.389,0.299,-6.242,76.247,0.668,-1.47,-52.908,-1.235,-23.471,0.0,insulin_ep3__343_dldesign_0_cycle0
5.0,-8.309,-0.106,-41.209,-3.174,-41.209,-3.174,1022.497,1389.635,394.216,6.0,0.0,-354.36,212.19,-108.038,0.77,26.829,49.078,320.806,0.08,-7.551,-1.045,-4.335,-36.571,3.0,-8.995,79.0,51.0,17.32,-7.884,0.577,-1.062,0.024,-6.403,6.699,0.706,-0.963,-31.794,-1.242,-22.349,0.0,insulin_ep3__104_dldesign_0_cycle0_1
5.0,-8.446,-0.108,-41.221,-3.176,-41.221,-3.176,1022.47,1389.351,394.208,6.0,0.0,-354.57,212.061,-108.157,0.77,26.809,49.059,320.784,0.08,-7.557,-1.047,-4.34,-36.594,0.0,-9.965,70.0,51.0,12.781,-6.447,0.66,-0.437,0.342,0.623,17.492,0.765,-0.21,-6.706,-0.821,-15.603,0.0,insulin_ep3__505_dldesign_0_cycle0_1
4.0,-8.452,-0.111,-41.245,-3.177,-41.245,-3.177,1022.034,1388.691,393.697,6.0,0.0,-354.668,212.034,-108.295,0.77,26.807,49.049,320.178,0.08,-7.569,-1.048,-4.34,-36.617,1.0,-7.565,67.0,56.0,11.181,-7.276,0.643,-0.197,0.0,-5.283,30.367,0.743,0.027,0.97,-0.599,-11.98,0.0,insulin_ep3__236_dldesign_0_cycle0
7.0,-8.456,-0.112,-41.247,-3.178,-41.247,-3.178,1021.22,1388.583,393.493,6.0,0.0,-354.698,211.621,-108.439,0.769,26.805,48.975,320.12,0.08,-7.587,-1.051,-4.341,-36.627,3.0,-12.94,84.0,50.0,17.264,-7.948,0.604,-1.0,0.094,-6.378,-4.978,0.733,-0.86,-26.655,-1.229,-23.354,0.0,insulin_ep3__906_dldesign_0_cycle0_1
9.0,-8.482,-0.112,-41.267,-3.178,-41.267,-3.178,1020.886,1386.798,393.007,6.0,0.0,-354.767,211.516,-108.514,0.769,26.747,48.957,319.887,0.08,-7.596,-1.052,-4.347,-36.652,2.0,-9.412,84.0,63.0,20.093,-5.783,0.564,-0.917,0.155,-2.399,31.104,0.643,-1.013,-42.534,-0.726,-15.255,0.0,insulin_ep3__752_dldesign_0_cycle0
8.0,-8.483,-0.114,-41.323,-3.18,-41.323,-3.18,1020.879,1386.734,393.004,6.0,0.0,-355.135,211.391,-108.53,0.769,26.7,48.955,319.678,0.08,-7.599,-1.052,-4.376,-36.654,5.0,-10.648,100.0,61.0,18.583,-11.13,0.474,-1.32,0.27,-11.426,23.809,0.64,-1.521,-60.846,-0.936,-19.666,0.0,insulin_ep3__631_dldesign_0_cycle0_1
7.0,-8.52,-0.115,-41.363,-3.18,-41.363,-3.18,1019.939,1386.347,392.692,6.0,0.0,-355.162,211.1,-108.559,0.769,26.695,48.94,319.549,0.08,-7.603,-1.052,-4.377,-36.68,2.0,-9.591,75.0,52.0,16.82,-9.525,0.645,-0.577,0.039,1.673,37.65,0.766,-0.582,-18.626,-0.568,-11.354,0.0,insulin_ep3__653_dldesign_0_cycle0
5.0,-8.672,-0.118,-41.396,-3.18,-41.396,-3.18,1019.779,1386.321,392.684,6.0,0.0,-355.191,210.862,-108.588,0.768,26.672,48.836,319.133,0.079,-7.603,-1.053,-4.38,-36.707,2.0,-7.699,80.0,49.0,12.949,-5.304,0.68,-1.321,0.026,-0.299,52.586,0.746,-1.468,-45.515,-1.068,-19.23,0.0,insulin_ep3__60_dldesign_0_cycle0_1
8.0,-8.786,-0.119,-41.419,-3.184,-41.419,-3.184,1019.526,1385.944,392.326,6.0,0.0,-355.258,210.484,-108.604,0.768,26.668,48.814,319.017,0.079,-7.609,-1.053,-4.381,-36.717,3.0,-12.052,89.0,51.0,20.296,-10.997,0.727,-0.746,0.123,-2.44,29.915,0.645,-0.695,-22.251,-0.831,-15.788,0.0,insulin_ep3__478_dldesign_0_cycle0
9.0,-8.837,-0.123,-41.458,-3.184,-41.458,-3.184,1019.449,1384.999,391.963,6.0,0.0,-355.396,210.259,-108.616,0.767,26.655,48.807,318.954,0.079,-7.616,-1.054,-4.4,-36.718,2.0,-12.169,79.0,51.0,14.386,-8.024,0.539,-0.717,0.0,-3.829,-0.911,0.689,-0.597,-19.094,-0.92,-17.485,0.0,insulin_ep3__579_dldesign_0_cycle0
8.0,-8.859,-0.124,-41.47,-3.185,-41.47,-3.185,1019.398,1384.432,391.786,6.0,0.0,-356.191,210.169,-108.643,0.767,26.638,48.803,318.782,0.079,-7.629,-1.055,-4.415,-36.736,1.0,-12.495,67.0,46.0,13.123,-4.638,0.601,-0.354,0.0,1.756,18.136,0.701,0.121,3.387,-1.094,-19.691,0.0,insulin_ep3__194_dldesign_0_cycle0
8.0,-8.866,-0.124,-41.476,-3.186,-41.476,-3.186,1019.248,1384.316,391.785,6.0,0.0,-357.046,209.998,-109.057,0.767,26.637,48.752,318.721,0.079,-7.629,-1.057,-4.42,-36.742,0.0,-11.227,79.0,55.0,11.837,-11.797,0.615,-1.061,0.219,-4.41,43.599,0.603,-1.04,-35.346,-1.095,-22.995,0.0,insulin_ep3__600_dldesign_0_cycle0_1
7.0,-8.877,-0.126,-41.477,-3.187,-41.477,-3.187,1018.706,1384.235,391.108,6.0,0.0,-357.108,209.914,-109.187,0.767,26.617,48.735,318.654,0.079,-7.63,-1.057,-4.422,-36.744,5.0,-10.619,70.0,55.0,10.995,-9.421,0.593,-1.421,0.014,-7.702,7.359,0.719,-1.287,-45.05,-1.656,-33.127,0.0,insulin_ep3__937_dldesign_0_cycle0_1
